id,Vertices,Parameter,Probability,Creation Time,Analysis Time,Timestamp,Exit via Timeout,Time Limit
10,40,14,0.2,0.972569465637207,1000.0863440036774,25_03_2026,True,1000s
11,40,14,0.2,1.0425810813903809,1000.124737739563,25_03_2026,True,1000s
21,40,30,0.2,1.3130836486816406,6.295298337936401,14h21_15,False,1000s
22,40,30,0.2,1.2118427753448486,71.71581387519836,14h33_21,False,1000s
23,40,30,0.2,1.0345253944396973,535.2909536361694,14h42_18,False,1000s
24,40,30,0.2,1.1513357162475586,16.859933614730835,14h42_36,False,1000s
25,40,30,0.2,1.1238415241241455,5.104716062545776,14h42_42,False,1000s
26,40,30,0.2,1.1006503105163574,6.111144065856934,14h42_49,False,1000s
27,40,30,0.2111111111111111,1.2985334396362305,6.115412473678589,14h42_56,False,1000s
28,40,30,0.2111111111111111,1.0857958793640137,5.1914167404174805,14h43_03,False,1000s
29,40,30,0.2111111111111111,1.3345487117767334,39.615662813186646,14h43_44,False,1000s
30,40,30,0.2,1.1559,7.0066,14h45_44,False,40s
31,40,30,0.2,1.1265,5.7625,14h45_51,False,40s
32,40,30,0.2,1.1561,6.673,14h45_59,False,40s
33,40,30,0.2,1.2812,5.8214,14h46_06,False,40s
34,40,30,0.2,1.1696,5.88,14h46_13,False,40s
35,40,30,0.2111111111111111,1.111,5.3823,14h46_20,False,40s
36,40,30,0.2111111111111111,1.2664,6.0646,14h46_27,False,40s
37,40,30,0.2111111111111111,1.1513,40.1526,14h47_08,True,40s
38,40,30,0.2111111111111111,2.1158,5.5042,14h47_16,False,40s
39,40,30,0.22222222222222224,1.1388,40.1068,14h47_57,True,40s
40,40,30,0.22222222222222224,1.1887,5.4901,14h48_04,False,40s
41,40,30,0.22222222222222224,1.4307,40.1009,14h48_45,True,40s
42,40,30,0.22222222222222224,1.1775,8.6194,14h48_55,False,40s
43,40,30,0.23333333333333334,1.1545,5.906,14h49_02,False,40s
44,40,30,0.23333333333333334,1.1213,5.4146,14h49_09,False,40s
45,40,30,0.23333333333333334,1.4541,6.3738,14h49_17,False,40s
46,40,30,0.23333333333333334,1.2667,40.0789,14h49_58,True,40s
47,60,30,0.2,7.141,38.7152,16h35_34,True,10s
48,60,30,0.2,6.8804,40.0897,17h16_50,True,10s
